2023-12-09 23:05:08 | 2 | 1 | 1 | No One
2023-12-09 23:06:15 | 4 | 2 | 1 | Player
2023-12-10 17:10:33 | 4 | 2 | 1 | Player
2023-12-10 21:42:32 | 3 | 2 | 0 | Player
2023-12-10 21:43:49 | 1 | 1 | 0 | Player
2023-12-15 16:22:41 | 3 | 1 | 1 | No One
2024-03-19 00:43:51 | 4 | 2 | 1 | Player
2024-03-19 00:44:29 | 0 | 0 | 1 | Computer
2024-07-26 19:15:47 | 6 | 3 | 2 | Player
2024-07-26 19:26:47 | 3 | 0 | 1 | Computer
